backend,pipeline,scheduler,n_pods_batch,n_nodes_or_atoms,n_shots,max_iter,pod_name,seed,pod_wall_s,batch_wall_s,n_iterations,total_qpu_wait_s,total_circuit_time_s,avg_qpu_wait_s,avg_circuit_time_s,approximation_ratio,converged,total_elapsed_s,timestamp
dm1,gate,default,10,14,100,5,qaoa-exp-dm1-n10-q14-0,100,79.0,98.519,1,8.059,9.904,8.059,9.904,0.617619,False,63.238,2026-06-18T21:19:18.500440+00:00
dm1,gate,default,10,14,100,5,qaoa-exp-dm1-n10-q14-1,101,77.0,98.519,1,8.013,9.803,8.013,9.803,0.645714,False,62.094,2026-06-18T21:19:18.777026+00:00
dm1,gate,default,10,14,100,5,qaoa-exp-dm1-n10-q14-2,102,82.0,98.519,1,12.57,16.057,12.57,16.057,0.582857,False,60.986,2026-06-18T21:19:19.052195+00:00
dm1,gate,default,10,14,100,5,qaoa-exp-dm1-n10-q14-3,103,76.0,98.519,1,7.985,9.723,7.985,9.723,0.632857,False,60.299,2026-06-18T21:19:19.325664+00:00
dm1,gate,default,10,14,100,5,qaoa-exp-dm1-n10-q14-4,104,76.0,98.519,1,7.821,9.153,7.821,9.153,0.58381,False,60.898,2026-06-18T21:19:19.566924+00:00
dm1,gate,default,10,14,100,5,qaoa-exp-dm1-n10-q14-5,105,92.0,98.519,1,13.614,15.231,13.614,15.231,0.671429,False,71.351,2026-06-18T21:19:19.729266+00:00
dm1,gate,default,10,14,100,5,qaoa-exp-dm1-n10-q14-6,106,83.0,98.519,1,13.915,15.662,13.915,15.662,0.664762,False,61.519,2026-06-18T21:19:19.862680+00:00
dm1,gate,default,10,14,100,5,qaoa-exp-dm1-n10-q14-7,107,82.0,98.519,1,13.905,16.132,13.905,16.132,0.610476,False,60.365,2026-06-18T21:19:19.991154+00:00
dm1,gate,default,10,14,100,5,qaoa-exp-dm1-n10-q14-8,108,76.0,98.519,1,9.19,10.615,9.19,10.615,0.678571,False,61.334,2026-06-18T21:19:20.127579+00:00
dm1,gate,default,10,14,100,5,qaoa-exp-dm1-n10-q14-9,109,83.0,98.519,1,14.901,16.722,14.901,16.722,0.511429,False,61.524,2026-06-18T21:19:20.267740+00:00
