backend,pipeline,scheduler,n_pods_batch,n_nodes_or_atoms,n_shots,max_iter,pod_name,seed,pod_wall_s,batch_wall_s,n_iterations,total_qpu_wait_s,total_circuit_time_s,avg_qpu_wait_s,avg_circuit_time_s,approximation_ratio,converged,total_elapsed_s,timestamp
dm1,gate,default,1,10,100,5,qaoa-exp-dm1-n1-q10-0,100,49.0,55.741,0,0,0,,,0.696,False,32.112,2026-06-18T06:06:30.283571+00:00
dm1,gate,default,5,10,100,5,qaoa-exp-dm1-n5-q10-0,100,44.0,111.948,0,0,0,,,0.612,False,28.766,2026-06-18T06:08:23.511264+00:00
dm1,gate,default,5,10,100,5,qaoa-exp-dm1-n5-q10-1,101,107.0,111.948,0,0,0,,,0.534,False,30.738,2026-06-18T06:08:23.695662+00:00
dm1,gate,default,5,10,100,5,qaoa-exp-dm1-n5-q10-2,102,44.0,111.948,0,0,0,,,0.606667,False,28.418,2026-06-18T06:08:23.865304+00:00
dm1,gate,default,5,10,100,5,qaoa-exp-dm1-n5-q10-3,103,45.0,111.948,0,0,0,,,0.648667,False,29.072,2026-06-18T06:08:24.032780+00:00
dm1,gate,default,5,10,100,5,qaoa-exp-dm1-n5-q10-4,104,44.0,111.948,0,0,0,,,0.602667,False,28.147,2026-06-18T06:08:24.168398+00:00
dm1,gate,default,10,10,100,5,qaoa-exp-dm1-n10-q10-0,100,46.0,51.978,0,0,0,,,0.644,False,30.386,2026-06-18T06:09:17.409278+00:00
dm1,gate,default,10,10,100,5,qaoa-exp-dm1-n10-q10-1,101,45.0,51.978,0,0,0,,,0.514667,False,29.92,2026-06-18T06:09:17.539256+00:00
dm1,gate,default,10,10,100,5,qaoa-exp-dm1-n10-q10-2,102,45.0,51.978,0,0,0,,,0.595333,False,30.005,2026-06-18T06:09:17.666401+00:00
dm1,gate,default,10,10,100,5,qaoa-exp-dm1-n10-q10-3,103,48.0,51.978,0,0,0,,,0.673333,False,32.568,2026-06-18T06:09:17.792342+00:00
dm1,gate,default,10,10,100,5,qaoa-exp-dm1-n10-q10-4,104,47.0,51.978,0,0,0,,,0.622,False,30.475,2026-06-18T06:09:17.921028+00:00
dm1,gate,default,10,10,100,5,qaoa-exp-dm1-n10-q10-5,105,47.0,51.978,0,0,0,,,0.619333,False,30.643,2026-06-18T06:09:18.052593+00:00
dm1,gate,default,10,10,100,5,qaoa-exp-dm1-n10-q10-6,106,47.0,51.978,0,0,0,,,0.638,False,30.446,2026-06-18T06:09:18.181256+00:00
dm1,gate,default,10,10,100,5,qaoa-exp-dm1-n10-q10-7,107,46.0,51.978,0,0,0,,,0.606667,False,30.244,2026-06-18T06:09:18.310367+00:00
dm1,gate,default,10,10,100,5,qaoa-exp-dm1-n10-q10-8,108,46.0,51.978,0,0,0,,,0.678667,False,30.613,2026-06-18T06:09:18.445457+00:00
dm1,gate,default,10,10,100,5,qaoa-exp-dm1-n10-q10-9,109,44.0,51.978,0,0,0,,,0.666,False,29.386,2026-06-18T06:09:18.591155+00:00
dm1,gate,default,20,10,100,5,qaoa-exp-dm1-n20-q10-0,100,49.0,64.216,0,0,0,,,0.587333,False,30.877,2026-06-18T06:10:28.093682+00:00
dm1,gate,default,20,10,100,5,qaoa-exp-dm1-n20-q10-1,101,53.0,64.216,0,0,0,,,0.536667,False,32.366,2026-06-18T06:10:28.235823+00:00
dm1,gate,default,20,10,100,5,qaoa-exp-dm1-n20-q10-2,102,51.0,64.216,0,0,0,,,0.579333,False,32.562,2026-06-18T06:10:28.379091+00:00
dm1,gate,default,20,10,100,5,qaoa-exp-dm1-n20-q10-3,103,51.0,64.216,0,0,0,,,0.660667,False,32.303,2026-06-18T06:10:28.526140+00:00
dm1,gate,default,20,10,100,5,qaoa-exp-dm1-n20-q10-4,104,51.0,64.216,0,0,0,,,0.634,False,31.87,2026-06-18T06:10:28.665202+00:00
dm1,gate,default,20,10,100,5,qaoa-exp-dm1-n20-q10-5,105,52.0,64.216,0,0,0,,,0.655333,False,33.226,2026-06-18T06:10:28.804369+00:00
dm1,gate,default,20,10,100,5,qaoa-exp-dm1-n20-q10-6,106,54.0,64.216,0,0,0,,,0.638667,False,31.676,2026-06-18T06:10:28.948245+00:00
dm1,gate,default,20,10,100,5,qaoa-exp-dm1-n20-q10-7,107,50.0,64.216,0,0,0,,,0.616,False,31.339,2026-06-18T06:10:29.089242+00:00
dm1,gate,default,20,10,100,5,qaoa-exp-dm1-n20-q10-8,108,54.0,64.216,0,0,0,,,0.690667,False,31.975,2026-06-18T06:10:29.230349+00:00
dm1,gate,default,20,10,100,5,qaoa-exp-dm1-n20-q10-9,109,51.0,64.216,0,0,0,,,0.535333,False,31.815,2026-06-18T06:10:29.370469+00:00
dm1,gate,default,20,10,100,5,qaoa-exp-dm1-n20-q10-10,110,54.0,64.216,0,0,0,,,0.687333,False,32.111,2026-06-18T06:10:29.507262+00:00
dm1,gate,default,20,10,100,5,qaoa-exp-dm1-n20-q10-11,111,59.0,64.216,0,0,0,,,0.579333,False,30.474,2026-06-18T06:10:29.650886+00:00
dm1,gate,default,20,10,100,5,qaoa-exp-dm1-n20-q10-12,112,59.0,64.216,0,0,0,,,0.587333,False,29.515,2026-06-18T06:10:29.796437+00:00
dm1,gate,default,20,10,100,5,qaoa-exp-dm1-n20-q10-13,113,53.0,64.216,0,0,0,,,0.666667,False,32.533,2026-06-18T06:10:29.936070+00:00
dm1,gate,default,20,10,100,5,qaoa-exp-dm1-n20-q10-14,114,52.0,64.216,0,0,0,,,0.653333,False,31.797,2026-06-18T06:10:30.090453+00:00
dm1,gate,default,20,10,100,5,qaoa-exp-dm1-n20-q10-15,115,53.0,64.216,0,0,0,,,0.648,False,32.331,2026-06-18T06:10:30.237346+00:00
dm1,gate,default,20,10,100,5,qaoa-exp-dm1-n20-q10-16,116,52.0,64.216,0,0,0,,,0.604667,False,31.349,2026-06-18T06:10:30.380662+00:00
dm1,gate,default,20,10,100,5,qaoa-exp-dm1-n20-q10-17,117,49.0,64.216,0,0,0,,,0.551333,False,32.003,2026-06-18T06:10:30.520656+00:00
dm1,gate,default,20,10,100,5,qaoa-exp-dm1-n20-q10-18,118,50.0,64.216,0,0,0,,,0.61,False,32.11,2026-06-18T06:10:30.673851+00:00
dm1,gate,default,20,10,100,5,qaoa-exp-dm1-n20-q10-19,119,49.0,64.216,0,0,0,,,0.620667,False,31.929,2026-06-18T06:10:30.815612+00:00
