run_name,backend,scheduler,n_workers,n_nodes,n_shots,seed,batch_wall_s,leader_wall_s,qpu_queue_wait_s,leader_submit_to_result_s,total_worker_idle_s,avg_worker_idle_s,worker_node_seconds,n_workers_completed,leader_failed,cost_aggregated,workers_completed,timestamp,worker_0_idle_s,worker_1_idle_s,worker_2_idle_s,worker_3_idle_s
gang-tn1-fluence-w4-q10,tn1,fluence,4,10,1000,42,56.257,34.0,1.845,3.552,11.443,2.861,11.443,4,False,,4,2026-06-23T20:24:48.166531+00:00,2.995,2.364,2.893,3.191
