run_name,backend,scheduler,n_workers,n_nodes,n_shots,seed,batch_wall_s,leader_wall_s,qpu_queue_wait_s,leader_submit_to_result_s,total_worker_idle_s,avg_worker_idle_s,worker_node_seconds,n_workers_completed,leader_failed,cost_aggregated,workers_completed,timestamp,worker_0_idle_s,worker_1_idle_s,worker_2_idle_s,worker_3_idle_s,worker_4_idle_s,worker_5_idle_s,worker_6_idle_s,worker_7_idle_s
gang-dm1-fluence-w8-q10,dm1,fluence,8,10,1000,42,59.27,38.0,1.814,4.022,30.698,3.837,30.698,8,False,,8,2026-06-23T19:29:05.712720+00:00,2.452,2.738,4.244,3.476,4.204,4.669,4.851,4.064
