run_name,scheduler,backend,n_pods,n_consumers,n_shots,n_nodes,seed,job_ok,batch_wall_s,total_consumer_idle_s,mean_consumer_idle_s,qpu_queue_wait_s,n_consumers_observed,timestamp
gang-iqm-emerald-default-n9-q10,default,iqm_emerald,9,8,100,10,42,True,22.134,82.435,10.304,5.722,8,2026-06-30T21:10:43.275429+00:00
