run_name,backend,scheduler,n_workers,n_nodes,n_shots,seed,batch_wall_s,leader_wall_s,qpu_queue_wait_s,leader_submit_to_result_s,total_worker_idle_s,avg_worker_idle_s,worker_node_seconds,n_workers_completed,leader_failed,cost_aggregated,workers_completed,timestamp,worker_0_idle_s,worker_1_idle_s,worker_2_idle_s,worker_3_idle_s
gang-dm1-fluence-w4-q10,dm1,fluence,4,10,1000,42,55.597,36.0,2.868,4.488,11.764,2.941,11.764,4,False,,4,2026-06-23T19:20:30.750803+00:00,2.5,3.152,3.134,2.978
