run_name,scheduler,backend,n_pods,n_consumers,n_shots,n_nodes,seed,job_ok,batch_wall_s,total_consumer_idle_s,mean_consumer_idle_s,qpu_queue_wait_s,n_consumers_observed,timestamp,repeat
gang-sv1-default-n5-q10,default,sv1,5,4,1000,10,42,True,22.671,56.406,14.102,4.148,4,2026-06-28T01:45:20.543923+00:00,1
gang-sv1-fluence-n5-q10,fluence,sv1,5,4,1000,10,42,True,75.744,18.596,4.649,3.413,4,2026-06-28T01:46:43.351783+00:00,1
