run_name,scheduler,backend,n_pods,n_consumers,n_shots,n_nodes,seed,job_ok,batch_wall_s,total_consumer_idle_s,mean_consumer_idle_s,qpu_queue_wait_s,n_consumers_observed,timestamp
gang-tn1-default-n3-q10,default,tn1,3,2,1000,10,42,True,22.664,27.399,13.699,5.032,2,2026-06-28T02:38:27.088267+00:00
