run_name,scheduler,backend,n_pods,n_consumers,n_shots,n_nodes,seed,job_ok,batch_wall_s,total_consumer_idle_s,mean_consumer_idle_s,qpu_queue_wait_s,n_consumers_observed,timestamp
gang-iqm-garnet-default-n3-q10,default,iqm_garnet,3,2,100,10,42,True,22.231,18.523,9.262,5.58,2,2026-06-30T21:41:22.019324+00:00
