run_name,scheduler,backend,n_pods,n_consumers,n_shots,n_nodes,seed,job_ok,batch_wall_s,total_consumer_idle_s,mean_consumer_idle_s,qpu_queue_wait_s,n_consumers_observed,timestamp
gang-iqm-garnet-fluence-n5-q10,fluence,iqm_garnet,5,4,100,10,42,True,54.148,14.531,3.633,5.481,4,2026-06-30T21:52:47.114370+00:00
