run_name,backend,scheduler,n_workers,n_nodes,n_shots,seed,batch_wall_s,leader_wall_s,qpu_queue_wait_s,leader_submit_to_result_s,total_worker_idle_s,avg_worker_idle_s,worker_node_seconds,n_workers_completed,leader_failed,cost_aggregated,workers_completed,timestamp,worker_0_idle_s,worker_1_idle_s
gang-tn1-default-w2-q10,tn1,default,2,10,1000,42,54.078,48.0,27.502,29.872,75.932,37.966,75.932,2,False,,2,2026-06-23T19:40:52.506383+00:00,38.056,37.876
