run_name,scheduler,backend,n_pods,n_consumers,n_shots,n_nodes,seed,job_ok,batch_wall_s,total_consumer_idle_s,mean_consumer_idle_s,qpu_queue_wait_s,n_consumers_observed,timestamp
gang-sv1-default-n3-q10,default,sv1,3,2,1000,10,42,True,22.603,17.057,8.528,3.387,2,2026-06-28T01:49:29.868499+00:00
