run_name,scheduler,backend,n_pods,n_consumers,n_shots,n_nodes,seed,job_ok,batch_wall_s,total_consumer_idle_s,mean_consumer_idle_s,qpu_queue_wait_s,n_consumers_observed,timestamp
gang-sv1-fluence-n5-q10,fluence,sv1,5,4,1000,10,42,True,54.596,16.905,4.226,4.364,4,2026-06-28T02:02:07.054076+00:00
