run_name,scheduler,backend,n_pods,n_consumers,n_shots,n_nodes,seed,job_ok,batch_wall_s,total_consumer_idle_s,mean_consumer_idle_s,qpu_queue_wait_s,n_consumers_observed,timestamp
gang-sv1-default-n9-q10,default,sv1,9,8,1000,10,42,True,22.616,77.561,9.695,3.273,8,2026-06-28T01:54:04.122695+00:00
