run_name,backend,scheduler,n_workers,n_nodes,n_shots,seed,batch_wall_s,leader_wall_s,qpu_queue_wait_s,leader_submit_to_result_s,total_worker_idle_s,avg_worker_idle_s,worker_node_seconds,n_workers_completed,leader_failed,cost_aggregated,workers_completed,timestamp,worker_0_idle_s,worker_1_idle_s,worker_2_idle_s,worker_3_idle_s,worker_4_idle_s,worker_5_idle_s,worker_6_idle_s,worker_7_idle_s
gang-sv1-fluence-w8-q10,sv1,fluence,8,10,1000,42,59.374,38.0,2.911,4.993,28.52,3.565,28.52,8,False,,8,2026-06-23T18:37:08.484434+00:00,2.168,2.525,2.895,3.211,4.84,4.002,4.851,4.029
