run_name,scheduler,backend,n_pods,n_consumers,n_shots,n_nodes,seed,job_ok,batch_wall_s,total_consumer_idle_s,mean_consumer_idle_s,qpu_queue_wait_s,n_consumers_observed,timestamp
gang-tn1-fluence-n3-q10,fluence,tn1,3,2,1000,10,42,False,215.095,0,,,0,2026-06-28T03:01:14.359672+00:00
