run_name,scheduler,backend,n_pods,n_consumers,n_shots,n_nodes,seed,job_ok,batch_wall_s,total_consumer_idle_s,mean_consumer_idle_s,qpu_queue_wait_s,n_consumers_observed,timestamp
gang-iqm-garnet-default-n9-q10,default,iqm_garnet,9,8,100,10,42,True,22.365,91.922,11.49,5.448,8,2026-06-30T21:45:18.159710+00:00
