run_name,backend,scheduler,n_workers,n_nodes,n_shots,seed,batch_wall_s,leader_wall_s,qpu_queue_wait_s,leader_submit_to_result_s,total_worker_idle_s,avg_worker_idle_s,worker_node_seconds,n_workers_completed,leader_failed,cost_aggregated,workers_completed,timestamp,worker_0_idle_s,worker_1_idle_s,worker_2_idle_s,worker_3_idle_s,worker_4_idle_s,worker_5_idle_s,worker_6_idle_s,worker_7_idle_s
gang-tn1-default-w8-q10,tn1,default,8,10,1000,42,57.377,51.0,29.992,31.321,347.131,43.391,347.131,8,False,,8,2026-06-23T19:58:19.913844+00:00,43.083,44.024,43.041,43.047,44.001,42.917,43.075,43.942
