run_name,backend,scheduler,n_workers,n_nodes,n_shots,seed,batch_wall_s,leader_wall_s,qpu_queue_wait_s,leader_submit_to_result_s,total_worker_idle_s,avg_worker_idle_s,worker_node_seconds,n_workers_completed,leader_failed,cost_aggregated,workers_completed,timestamp,worker_0_idle_s,worker_1_idle_s
gang-sv1-default-w2-q10,sv1,default,2,10,1000,42,22.806,16.0,1.861,4.351,24.626,12.313,24.626,2,False,,2,2026-06-23T17:58:37.741068+00:00,12.334,12.292
