run_name,backend,scheduler,n_workers,n_nodes,n_shots,seed,batch_wall_s,leader_wall_s,qpu_queue_wait_s,leader_submit_to_result_s,total_worker_idle_s,avg_worker_idle_s,worker_node_seconds,n_workers_completed,leader_failed,cost_aggregated,workers_completed,timestamp,worker_0_idle_s,worker_1_idle_s,worker_2_idle_s,worker_3_idle_s
gang-tn1-default-w4-q10,tn1,default,4,10,1000,42,44.383,32.0,16.521,18.933,112.193,28.048,112.193,4,False,,4,2026-06-23T19:54:31.934903+00:00,28.024,28.101,28.035,28.033
