run_name,scheduler,backend,n_pods,n_consumers,n_shots,n_nodes,seed,job_ok,batch_wall_s,total_consumer_idle_s,mean_consumer_idle_s,qpu_queue_wait_s,n_consumers_observed,timestamp,repeat
gang-dm1-default-n3-q10,default,dm1,3,2,1000,10,42,True,22.91,17.49,8.745,3.763,2,2026-06-28T03:03:31.018005+00:00,1
gang-dm1-default-n3-q10,default,dm1,3,2,1000,10,42,True,22.723,17.092,8.546,2.894,2,2026-06-28T03:03:59.747322+00:00,2
gang-dm1-default-n3-q10,default,dm1,3,2,1000,10,42,True,22.944,17.238,8.619,3.762,2,2026-06-28T03:04:28.615750+00:00,3
gang-dm1-default-n3-q10,default,dm1,3,2,1000,10,42,True,22.564,17.278,8.639,3.232,2,2026-06-28T03:04:57.170005+00:00,4
gang-dm1-default-n3-q10,default,dm1,3,2,1000,10,42,True,22.643,17.274,8.637,2.823,2,2026-06-28T03:05:25.679250+00:00,5
gang-dm1-default-n5-q10,default,dm1,5,4,1000,10,42,True,22.605,35.449,8.862,3.089,4,2026-06-28T03:05:55.404397+00:00,1
gang-dm1-default-n5-q10,default,dm1,5,4,1000,10,42,True,22.545,34.996,8.749,3.211,4,2026-06-28T03:06:25.057706+00:00,2
gang-dm1-default-n5-q10,default,dm1,5,4,1000,10,42,True,22.602,35.097,8.774,3.563,4,2026-06-28T03:06:54.533086+00:00,3
gang-dm1-default-n5-q10,default,dm1,5,4,1000,10,42,True,22.721,36.035,9.009,3.395,4,2026-06-28T03:07:24.372508+00:00,4
gang-dm1-default-n5-q10,default,dm1,5,4,1000,10,42,True,22.716,34.403,8.601,2.898,4,2026-06-28T03:07:54.130785+00:00,5
gang-dm1-default-n9-q10,default,dm1,9,8,1000,10,42,True,22.712,75.071,9.384,3.608,8,2026-06-28T03:08:26.083341+00:00,1
gang-dm1-default-n9-q10,default,dm1,9,8,1000,10,42,True,22.604,73.723,9.215,3.103,8,2026-06-28T03:08:57.807700+00:00,2
gang-dm1-default-n9-q10,default,dm1,9,8,1000,10,42,True,22.641,74.17,9.271,3.987,8,2026-06-28T03:09:29.612587+00:00,3
gang-dm1-default-n9-q10,default,dm1,9,8,1000,10,42,True,23.056,74.223,9.278,4.049,8,2026-06-28T03:10:01.781391+00:00,4
gang-dm1-default-n9-q10,default,dm1,9,8,1000,10,42,True,22.814,73.545,9.193,3.326,8,2026-06-28T03:10:33.445453+00:00,5
