run_name,backend,scheduler,n_workers,n_nodes,n_shots,seed,batch_wall_s,leader_wall_s,qpu_queue_wait_s,leader_submit_to_result_s,total_worker_idle_s,avg_worker_idle_s,worker_node_seconds,n_workers_completed,leader_failed,cost_aggregated,workers_completed,timestamp,worker_0_idle_s,worker_1_idle_s,worker_2_idle_s,worker_3_idle_s,worker_4_idle_s,worker_5_idle_s,worker_6_idle_s,worker_7_idle_s
gang-sv1-default-w8-q10,sv1,default,8,10,1000,42,36.033,22.0,1.8,3.725,100.521,12.565,100.521,8,False,,8,2026-06-23T18:12:07.201914+00:00,12.513,12.659,12.42,12.565,12.652,12.421,12.688,12.603
