run_name,scheduler,backend,n_pods,n_consumers,n_shots,n_nodes,seed,job_ok,batch_wall_s,total_consumer_idle_s,mean_consumer_idle_s,qpu_queue_wait_s,n_consumers_observed,timestamp
gang-dm1-default-n3-q10,default,dm1,3,2,1000,10,42,True,22.91,17.49,8.745,3.763,2,2026-06-28T03:03:31.018005+00:00
